generation,chain,participant,edit_idx,sentence_idx,original,edited,explanation
5,18,R_2IwbQBIy7ODKHCN,9,8,Close ties between business leaders and political power structures became a defining feature of the Russian system.,The close ties between business leaders and political power structures became a defining feature of the Russian system.,See reply at sentence 1.
5,18,R_2IwbQBIy7ODKHCN,10,9,Over the following decades the state reclaimed control over these key sectors which helped to reshape the balance between private wealth and government.,"Over the following decades, control was regained over these key sectors which turned the balance between private wealth and government back to the state.",As above.
5,18,R_2IwbQBIy7ODKHCN,11,10,authority.,power.,As above.
5,18,R_2IwbQBIy7ODKHCN,12,11,"Nevertheless, the legacy of privatization remains a staple of the period after the fall of the Soviet Union.","Even so, privatization remains a legacy of the period after the collapse of the Soviet Union.",See reply above.
5,18,R_2IwbQBIy7ODKHCN,13,12,"Thus, the concentration of assets in a handful of powerful figures in Russia remains a defining characteristic of Russia’s post Soviet economic landscape.","Therefore, the control of Russia's assets in the hands of a small but powerful group in Russia remains a defining characteristic of the post Soviet economic culture.",See reply above.
5,19,R_80qJgoXZb6sJfW3,1,0,"Today in Oslo, after the decades long effort to eliminate atomic weapons and minimize the risk of catastrophic war, the International Campaign for Nuclear Abolition Coalition, made up of grassroots activists, scientists, and survivors of nuclear testing was awarded the Nobel Peace Prize by the Norwegian Nobel Committee.","Today in Oslo, after decades long effort to eliminate atomic weapons and minimize the risk of catastrophic war. 
The International Campaign for Nuclear Abolition Coalition, made up of grassroots activists, scientists, and survivors of nuclear testing was awarded the Nobel Peace Prize by the Norwegian Nobel Committee.",it just flows better
5,19,R_80qJgoXZb6sJfW3,2,1,"Committee chair Anne Lunde recognized their ""persistent moral leadership"" and has praised the coalition for building global momentum in support of the Treaty on the Prohibition of Nuclear Weapons.","Anne Lunde the committee chair recognized their ""persistent moral leadership"" and has praised the coalition for building global momentum in support of the Treaty on the Prohibition of Nuclear Weapons.",It sounds human written
5,19,R_80qJgoXZb6sJfW3,3,3,"Accepting the award on behalf of the group was executive director, Maria Santos, who call it, ""a tribute to ordinary people who refuse to live under the shadow of annihilation.""","Accepting the award on behalf of the group was the executive director, Maria Santos, who called it, ""a tribute to ordinary people who refuse to live under the shadow of annihilation.""",prefer the flow
5,19,R_80qJgoXZb6sJfW3,4,4,"She then urged further talk of disarmament and of investment in health, climate and education instead.","She then urged further talk of disarmament and for investment in health, climate and education.",sounds better
5,19,R_80qJgoXZb6sJfW3,5,5,"Leaders from several countries welcomed the decision, while officials in nuclear powers cautioned that deterrence remains essential to national security.",Leaders from several countries welcomed the decision however officials in nuclear powers cautioned that deterrence remains essential to national security.,sounds like it been written by a human
5,19,R_80qJgoXZb6sJfW3,6,6,"Analysts said the prize could intensify diplomatic pressure ahead of next year's non-proliferation review conference, where divisions between nuclear and non-nuclear states are expected.",Analysts said the prize could intensify diplomatic pressure ahead of next year's non-proliferation review conference.They pointed out that divisions between nuclear and non-nuclear states are expected.,Is less AI
5,19,R_80qJgoXZb6sJfW3,7,7,"Founded in 2007, the coalition includes 600 partner organizations worldwide and has focused on survivor testimony and youth activism.","Founded in 2007, the coalition includes 600 partner organizations worldwide and it has primarily focused on survivor testimony and youth activism.",more precise
5,19,R_80qJgoXZb6sJfW3,8,8,Their aim is to increase their support for the elimination of this world threat.,Their aim is to increase their support & raise awareness for the elimination of this world threat.,sounds better
5,20,R_1CHI3VTmvm7BA9S,1,0,"In recent years, many of China’s business leaders have disappeared from public view.","In the past few years, a lot of China’s business leaders have disappeared from public view.",Changed to words that are more common in everyday language
5,20,R_1CHI3VTmvm7BA9S,2,1,Rumours are spreading about the forces reshaping the country’s corporate elite.,Rumours are spreading about the forces that are reshaping the corporate elite of the country.,paraphrased to reduce plagiarism
5,20,R_1CHI3VTmvm7BA9S,3,2,"Well-known real estate developers, technology pioneers, and other executives have been forced to step down.","Well-known individuals, including real estate developers, technology pioneers, and other executives have been forced to step down.",paraphrased to reduce plagiarism
